SubRegion,run,ID,p1,p2,doc,dob,dod,female,founder,X,Y,l0a0,l0a1,l1a0,l1a1,l2a0,l2a1,l3a0,l3a1,l4a0,l4a1,l5a0,l5a1,l6a0,l6a1,l7a0,l7a1,l8a0,l8a1,l9a0,l9a1,l10a0,l10a1,l11a0,l11a1,l12a0,l12a1,l13a0,l13a1,
0,0,1716,177,212,4,0,-1,false,false,40,67,13,13,6,10,1,17,11,3,2,9,16,13,4,1,9,17,0,5,16,16,2,3,3,3,2,2,1,0,
0,0,1727,177,212,4,0,-1,false,false,41,58,13,13,6,6,14,14,11,11,17,9,16,3,19,19,9,17,5,5,2,16,2,3,3,3,3,2,0,1,
0,0,1728,177,178,4,0,-1,false,false,47,62,13,13,6,6,14,16,13,6,17,17,3,16,4,4,9,10,0,13,16,16,1,3,3,2,2,0,0,0,
0,0,1729,177,212,4,0,-1,true,false,40,69,13,13,10,6,14,14,13,3,2,4,3,3,4,1,10,10,0,0,2,16,1,3,3,3,2,2,1,1,
0,0,1730,177,145,4,0,-1,false,false,41,54,13,3,10,6,14,4,11,3,17,2,3,12,19,19,9,10,0,14,16,16,1,0,3,3,2,0,0,0,
0,0,1732,222,235,4,0,-1,true,false,40,55,13,13,10,6,18,1,11,13,2,9,16,13,4,4,9,9,14,13,16,15,2,0,1,3,3,2,2,0,
0,0,1733,222,235,4,0,-1,true,false,40,58,9,13,10,6,4,4,13,6,2,9,16,12,4,1,9,9,14,13,16,16,3,0,1,1,1,2,0,0,
0,0,1737,222,143,4,0,-1,false,false,37,61,9,13,10,6,4,14,13,3,5,4,13,13,4,9,9,9,14,0,8,9,2,1,1,1,1,3,2,0,
0,0,1740,222,235,4,0,-1,true,false,38,61,13,13,10,6,18,4,13,6,2,9,16,13,4,1,15,9,16,13,16,16,3,0,2,3,1,2,2,0,
0,0,1741,222,60,4,0,-1,false,false,41,55,9,1,2,1,4,0,13,8,2,10,13,2,4,5,9,3,14,11,16,4,2,1,1,1,1,0,0,2,
0,0,1742,222,235,4,0,-1,false,false,47,55,9,13,10,6,4,1,13,13,5,9,13,12,4,4,9,9,16,13,16,16,2,0,1,1,1,2,0,0,
0,0,1743,222,235,4,0,-1,true,false,40,55,9,13,2,6,18,4,13,13,5,9,16,12,4,1,9,9,16,13,16,15,3,0,1,1,1,2,2,0,
0,0,1744,222,235,4,0,-1,false,false,47,54,9,13,2,6,18,1,11,13,2,9,16,12,4,1,15,9,16,5,8,16,2,0,2,1,3,3,0,0,
0,0,1746,222,235,4,0,-1,false,false,40,53,9,13,10,6,18,4,13,6,5,9,16,12,4,4,9,9,16,5,16,16,2,0,1,3,1,2,2,0,
0,0,1748,222,235,4,0,-1,false,false,41,54,9,13,2,6,18,1,13,13,2,9,13,12,4,4,15,9,14,5,8,15,2,0,2,3,3,3,2,0,
0,0,1754,222,144,4,0,-1,true,false,39,54,9,13,10,10,4,4,13,13,5,4,16,16,4,19,9,10,14,5,16,16,2,1,2,1,1,3,2,0,
0,0,1756,222,50,4,0,-1,false,false,44,54,13,3,10,16,18,16,13,11,2,17,13,16,4,19,15,1,14,0,16,16,2,1,1,3,1,2,0,1,
0,0,1758,222,235,4,0,-1,false,false,44,56,13,13,2,6,18,4,11,6,2,9,16,13,4,1,9,9,16,13,16,16,2,0,2,3,3,3,0,0,
0,0,1759,222,144,4,0,-1,true,false,37,47,13,13,10,16,4,4,11,11,2,2,13,3,4,4,15,9,16,14,8,16,2,1,2,3,1,3,0,1,
-1,0,1761,222,189,4,0,-1,false,false,39,149,9,11,2,1,4,0,13,10,5,2,16,13,4,12,9,10,14,3,8,9,3,0,2,1,1,1,2,3,
0,0,1765,222,50,4,0,-1,true,false,40,53,9,3,2,16,18,1,13,11,5,4,16,13,4,9,15,1,16,19,8,16,3,1,2,2,1,0,0,0,
0,0,1766,222,235,4,0,-1,false,false,44,55,9,13,2,6,18,4,11,13,2,9,13,12,4,4,9,9,14,5,16,15,2,0,2,3,3,3,2,0,
0,0,1767,222,235,4,0,-1,false,false,37,56,13,13,2,6,4,1,13,13,2,9,16,12,4,4,9,9,16,13,16,15,3,0,2,1,1,2,0,0,
0,0,1768,222,235,4,0,-1,true,false,40,64,9,13,2,6,4,4,11,6,5,9,13,12,4,1,15,9,16,5,8,16,3,0,2,3,3,3,0,0,
0,0,1770,222,235,4,0,-1,true,false,39,55,9,13,10,6,18,4,11,6,5,9,16,12,4,1,15,9,16,5,16,15,3,0,1,3,3,2,0,0,
0,0,1772,222,235,4,0,-1,false,false,44,55,9,13,10,6,18,4,13,13,2,9,13,12,4,4,15,9,14,5,16,16,3,0,2,3,1,3,2,0,
0,0,1774,222,235,4,0,-1,false,false,38,55,9,13,2,6,4,4,11,6,5,9,16,12,4,4,9,9,16,13,16,15,2,0,1,1,3,2,2,0,
0,0,1776,222,226,4,0,-1,true,false,37,46,9,3,2,6,4,19,11,4,5,9,16,12,4,4,9,10,14,14,16,9,2,1,2,3,1,0,2,0,
0,0,1777,222,226,4,0,-1,false,false,42,55,9,3,2,6,4,19,13,3,2,4,13,12,4,19,15,10,14,14,16,9,2,1,1,3,3,0,0,0,
0,0,1780,222,50,4,0,-1,true,false,44,56,9,3,2,6,4,1,11,11,5,4,16,16,4,19,9,1,16,19,16,2,3,1,2,2,1,0,0,1,
0,0,1782,222,235,4,0,-1,false,false,39,63,13,13,2,6,18,4,13,13,5,9,13,12,4,1,15,9,14,13,16,15,3,0,2,1,1,3,2,0,
0,0,1784,222,143,4,0,-1,false,false,41,63,13,13,2,6,4,14,11,3,2,4,13,12,4,4,9,9,16,13,16,16,3,1,2,2,3,0,2,0,
0,0,1786,222,226,4,0,-1,true,false,42,55,9,3,10,6,18,19,13,4,5,9,13,13,4,4,9,10,14,13,16,9,3,1,2,2,3,0,0,0,
0,0,1787,222,144,4,0,-1,false,false,44,57,9,13,10,16,4,4,13,13,2,2,13,16,4,19,9,9,16,5,16,16,3,1,1,3,3,3,2,0,
0,0,1793,222,144,4,0,-1,false,false,40,58,13,13,2,16,18,17,11,11,2,4,16,16,4,4,9,10,14,5,16,16,2,1,1,3,3,3,0,1,
0,0,1795,222,144,4,0,-1,false,false,38,56,13,13,10,10,18,4,13,11,2,4,16,3,4,4,15,10,14,5,8,15,3,1,1,3,1,0,2,0,
0,0,1797,222,226,4,0,-1,false,false,40,8,13,3,10,16,4,17,13,4,5,9,16,12,4,4,15,9,16,14,8,9,3,1,1,2,1,0,2,0,
0,0,1798,222,235,4,0,-1,true,false,46,57,13,13,10,6,18,4,11,6,5,9,16,13,4,4,9,9,16,5,8,16,3,0,1,3,1,2,0,0,
0,0,1800,222,235,4,0,-1,false,false,37,61,9,13,2,6,4,1,11,13,5,9,16,12,4,1,15,9,14,13,16,16,3,0,1,1,3,2,0,0,
0,0,1803,222,235,4,0,-1,false,false,37,57,13,13,10,6,4,4,13,6,5,9,13,13,4,4,9,9,16,13,8,15,2,0,1,1,3,3,2,0,
0,0,1804,222,50,4,0,-1,true,false,46,57,13,13,2,16,18,1,11,6,2,4,16,16,4,9,9,10,16,19,8,2,2,1,1,3,1,0,0,1,
0,0,1806,222,235,4,0,-1,false,false,41,55,9,13,10,6,18,1,11,13,5,9,13,13,4,4,9,9,14,5,8,15,3,0,1,1,3,3,2,0,
0,0,1809,222,235,4,0,-1,true,false,42,55,13,13,10,6,18,4,11,6,5,9,13,12,4,1,15,9,14,5,16,15,2,0,1,1,3,2,2,0,
0,0,1811,222,226,4,0,-1,false,false,46,55,13,3,10,16,4,17,11,3,5,4,13,13,4,4,15,9,16,13,16,9,3,1,1,3,1,0,2,0,
0,0,1812,167,204,4,0,-1,false,false,29,47,11,3,15,10,15,14,10,11,14,8,13,12,19,4,10,15,3,0,18,9,3,2,1,2,1,1,2,0,
0,0,1818,167,204,4,0,-1,false,false,29,40,10,3,15,6,15,18,6,11,14,8,14,12,7,8,10,15,3,16,18,12,0,2,1,2,1,3,2,2,
0,0,1820,167,237,4,0,-1,false,false,29,47,10,11,1,1,15,15,10,10,14,14,14,13,19,4,10,4,8,19,18,18,3,1,1,0,2,2,2,2,
0,0,1821,167,142,4,0,-1,true,false,29,40,11,5,15,13,15,2,10,4,14,4,14,2,7,12,19,15,3,19,2,2,3,2,1,2,1,2,2,3,
0,0,1822,167,237,4,0,-1,false,false,29,30,11,12,1,15,15,2,6,10,14,4,14,13,7,4,19,15,3,12,18,18,3,1,1,2,1,2,2,2,
0,0,1823,167,237,4,0,-1,true,false,35,41,11,12,15,15,15,2,6,14,14,4,13,13,19,7,10,4,8,19,18,18,0,1,1,2,2,2,2,2,
0,0,1824,167,197,4,0,-1,true,false,29,67,11,9,15,10,15,8,6,19,14,0,14,11,7,15,19,11,3,4,2,1,0,2,1,3,1,1,2,2,
0,0,1826,167,204,4,0,-1,false,false,33,43,11,6,1,10,15,14,10,11,14,8,13,12,7,8,19,10,3,0,18,12,0,2,1,2,1,3,2,0,
0,0,1829,167,204,4,0,-1,false,false,29,47,11,3,1,6,15,14,6,11,14,9,13,12,19,4,19,10,8,16,2,12,3,2,1,2,1,3,2,0,
0,0,1832,167,204,4,0,-1,true,false,33,44,11,6,15,6,15,18,10,11,14,8,13,11,7,4,19,10,8,0,18,9,3,2,1,2,2,3,2,2,
0,0,1833,167,142,4,0,-1,true,false,30,44,10,12,1,13,15,17,6,14,14,4,13,2,7,4,10,4,3,19,18,2,3,2,1,2,2,1,2,2,
0,0,1834,167,204,4,0,-1,false,false,26,39,11,6,15,6,15,18,10,11,14,8,14,12,19,4,19,10,3,0,2,9,0,2,1,2,2,3,2,0,
0,0,1836,167,204,4,0,-1,false,false,27,45,10,6,15,6,15,18,10,11,14,8,13,12,19,4,10,15,8,16,2,9,3,2,1,2,2,1,2,0,
0,0,1837,167,142,4,0,-1,true,false,30,46,11,5,1,13,15,17,10,4,14,7,13,13,19,4,19,15,3,19,2,16,0,2,1,2,1,2,2,2,
0,0,1838,167,197,4,0,-1,true,false,30,44,11,9,15,11,15,18,10,11,14,0,13,11,7,15,19,11,3,4,2,12,3,2,1,0,1,1,2,2,
0,0,1842,167,204,4,0,-1,false,false,29,44,10,3,15,10,15,18,6,11,14,8,13,11,7,4,19,10,8,16,18,12,3,2,1,0,2,3,2,0,
0,0,1846,167,142,4,0,-1,false,false,30,44,11,5,1,15,15,17,6,14,14,7,13,2,7,12,10,15,8,19,2,16,3,2,1,0,2,1,2,3,
0,0,1847,167,204,4,0,-1,false,false,29,47,11,3,1,10,15,18,6,11,14,8,13,11,19,4,19,10,8,0,2,12,3,2,1,0,2,3,2,2,
0,0,1852,167,204,4,0,-1,true,false,26,18,10,6,1,10,15,14,10,11,14,9,13,11,7,8,10,15,8,16,18,9,0,2,1,0,1,3,2,2,
-1,0,1854,167,204,4,0,-1,false,false,26,513,11,3,1,6,15,18,10,11,14,9,13,11,7,8,19,10,3,16,18,12,3,2,1,2,2,1,2,2,
0,0,1859,167,204,4,0,-1,false,false,29,53,11,3,15,6,15,14,6,11,14,8,14,12,7,8,19,15,3,16,18,12,0,2,1,2,2,3,2,0,
0,0,1862,167,204,4,0,-1,true,false,31,44,11,6,1,10,15,14,6,11,14,9,13,12,19,4,10,15,3,0,18,9,0,2,1,0,2,1,2,0,
0,0,1863,167,204,4,0,-1,false,false,36,47,11,3,15,6,15,14,6,11,14,8,14,12,7,4,10,15,3,0,2,12,3,2,1,2,2,1,2,2,
0,0,1865,167,204,4,0,-1,false,false,32,44,11,3,15,6,15,14,10,11,14,9,14,12,7,4,19,10,3,0,18,12,0,2,1,2,2,3,2,0,
0,0,1868,167,204,4,0,-1,false,false,30,36,11,6,15,10,15,14,10,11,14,8,14,11,7,8,10,10,3,16,18,9,3,2,1,2,1,3,2,0,
0,0,1873,167,197,4,0,-1,false,false,29,48,11,19,15,11,15,18,10,11,14,0,14,19,19,4,10,0,8,16,18,1,0,2,1,0,2,1,2,2,
0,0,1874,167,204,4,0,-1,true,false,29,50,10,6,15,10,15,18,10,11,14,8,13,12,7,8,19,10,3,16,18,9,3,2,1,0,1,3,2,2,
0,0,1875,167,237,4,0,-1,true,false,28,77,10,12,1,1,15,15,6,14,14,14,14,5,19,4,10,15,3,19,2,18,3,1,1,2,2,2,2,2,
0,0,1879,167,237,4,0,-1,false,false,27,47,10,12,15,1,15,15,10,14,14,4,13,5,19,7,10,15,8,12,2,16,3,1,1,0,1,2,2,2,
0,0,1880,167,204,4,0,-1,false,false,27,44,10,3,1,6,15,14,10,11,14,9,14,11,7,4,19,15,8,0,2,12,3,2,1,2,1,1,2,2,
0,0,1882,167,237,4,0,-1,false,false,28,62,10,12,1,15,15,15,10,14,14,14,13,5,7,4,19,15,8,12,2,18,0,1,1,0,2,2,2,2,
0,0,1883,167,142,4,0,-1,true,false,35,47,10,5,15,13,15,17,10,4,14,7,14,2,7,4,10,15,8,19,2,2,3,2,1,2,2,2,2,2,
0,0,1884,167,204,4,0,-1,true,false,29,47,11,6,15,6,15,18,6,11,14,8,14,12,19,8,10,10,3,16,2,12,3,2,1,0,1,1,2,2,
0,0,1887,167,204,4,0,-1,false,false,34,46,10,3,15,10,15,18,10,11,14,9,13,11,7,4,10,10,3,16,18,9,0,2,1,0,2,1,2,0,
0,0,1889,167,203,4,0,-1,false,false,33,42,10,11,1,15,15,15,10,6,14,7,13,14,7,19,10,19,3,8,2,2,3,2,1,2,2,2,2,2,
0,0,1891,167,204,4,0,-1,true,false,29,43,11,6,1,6,15,18,10,11,14,9,13,12,19,8,10,15,8,16,2,9,3,2,1,0,2,3,2,0,
0,0,1894,256,158,4,0,-1,false,false,50,47,16,12,7,6,5,14,18,13,11,9,0,12,13,19,10,1,8,13,0,15,2,0,0,3,2,3,2,0,
0,0,1895,256,220,4,0,-1,false,false,46,43,9,13,7,10,9,4,18,11,10,4,0,3,14,8,10,9,18,14,0,15,2,3,0,3,3,3,1,1,
0,0,1896,256,220,4,0,-1,true,false,49,48,9,13,14,10,5,18,6,11,10,4,0,3,13,8,8,15,18,16,1,12,1,3,0,3,2,3,2,1,
0,0,1897,256,158,4,0,-1,true,false,46,52,16,13,7,6,5,1,18,6,11,9,0,13,13,19,10,1,8,0,1,2,2,3,0,3,3,3,2,0,
0,0,1898,256,158,4,0,-1,true,false,45,47,9,12,7,6,5,14,6,13,10,17,0,12,13,19,8,9,8,0,1,15,2,0,0,3,2,3,2,0,
0,0,1900,256,158,4,0,-1,false,false,50,48,16,13,7,6,9,1,6,6,10,17,0,12,14,4,8,1,18,0,1,2,1,0,0,3,2,3,1,0,
0,0,1901,256,158,4,0,-1,false,false,48,47,16,13,14,6,9,14,18,13,10,9,0,13,14,19,10,9,18,13,0,15,2,0,0,1,2,3,2,0,
0,0,1903,256,168,4,0,-1,false,false,46,47,16,10,14,3,9,15,18,10,11,2,0,5,13,7,8,15,8,12,1,2,1,0,0,2,2,2,2,2,
0,0,1905,256,158,4,0,-1,true,false,46,35,9,13,14,6,9,14,18,13,10,17,0,13,13,19,8,9,8,13,0,15,2,3,0,3,2,3,1,0,
0,0,1907,256,158,4,0,-1,true,false,46,44,16,13,14,6,9,1,18,6,11,9,0,12,13,4,10,1,18,0,1,15,1,3,0,3,2,3,2,0,
0,0,1908,256,158,4,0,-1,false,false,48,47,16,13,7,6,5,1,18,6,10,17,0,12,13,4,10,1,18,13,1,15,1,3,0,3,3,3,2,0,
0,0,1910,256,158,4,0,-1,true,false,46,50,16,13,14,6,5,1,18,13,11,17,0,12,14,19,10,1,18,13,1,2,1,3,0,3,3,3,1,0,
0,0,1914,256,220,4,0,-1,false,false,44,36,9,6,14,10,9,18,18,11,11,8,0,11,13,19,8,15,18,14,1,12,1,3,0,2,3,3,1,1,
0,0,1918,256,220,4,0,-1,true,false,46,16,9,13,7,10,9,18,18,11,10,4,0,11,13,8,8,9,18,14,1,12,1,3,0,3,3,1,1,2,
0,0,1919,256,158,4,0,-1,true,false,46,46,9,13,7,6,5,1,6,6,10,9,0,13,13,19,10,1,18,13,0,15,1,3,0,3,3,3,2,0,
-1,0,1921,256,219,4,0,-1,true,false,46,147,9,11,7,15,5,17,6,14,10,4,0,18,14,12,8,17,8,8,0,9,2,3,0,0,2,2,2,2,
0,0,1922,256,220,4,0,-1,false,false,48,47,9,13,7,10,5,4,6,11,11,4,0,3,14,19,10,9,8,14,1,15,1,3,0,3,3,3,1,2,
-1,0,1924,256,220,4,0,-1,true,false,45,-5,16,13,14,10,5,4,18,11,11,8,0,3,14,19,10,9,18,16,1,15,2,3,0,3,3,1,2,2,
0,0,1925,256,158,4,0,-1,false,false,50,47,16,12,14,6,9,14,6,13,11,9,0,12,14,4,8,9,18,0,1,2,2,0,0,1,2,3,1,0,
0,0,1926,256,158,4,0,-1,false,false,47,45,9,12,7,6,5,1,18,6,10,17,0,12,13,19,8,9,8,13,0,2,1,0,0,3,2,3,1,0,
0,0,1928,214,235,4,0,-1,true,false,47,56,13,13,6,6,14,1,3,13,9,9,12,13,9,1,9,9,5,13,15,16,0,2,1,3,3,2,0,0,
0,0,1929,214,220,4,0,-1,false,false,49,55,13,6,6,10,14,4,3,11,9,8,12,11,9,8,9,9,5,14,9,12,1,3,2,2,0,3,0,1,
1,0,1930,214,232,4,0,-1,false,false,54,52,13,13,10,6,14,14,3,6,9,4,13,16,1,19,9,10,5,0,9,9,0,3,1,3,3,2,0,0,
0,0,1931,214,93,4,0,-1,true,false,46,56,13,13,6,10,4,14,3,3,9,2,12,3,1,4,9,17,0,13,15,15,0,2,2,2,3,3,0,0,
0,0,1933,214,93,4,0,-1,false,false,46,50,13,13,10,10,14,4,3,3,9,2,13,3,9,4,9,9,5,13,15,16,1,2,1,3,0,2,0,1,
0,0,1935,214,93,4,0,-1,false,false,45,57,13,13,6,6,14,4,3,13,9,2,12,3,9,1,9,9,5,5,9,15,0,2,1,3,0,3,0,1,
0,0,1936,214,93,4,0,-1,false,false,44,32,13,13,10,6,4,14,3,3,9,2,12,12,1,4,9,17,0,5,9,16,0,2,2,3,3,2,0,0,
0,0,1937,214,220,4,0,-1,true,false,45,52,13,13,6,10,4,18,3,11,9,8,13,3,1,8,9,15,0,14,15,15,0,2,1,3,0,1,0,1,
1,0,1938,214,93,4,0,-1,false,false,51,54,13,13,6,6,4,4,3,3,9,9,12,12,9,4,9,9,0,13,15,15,1,2,2,3,0,3,0,0,
0,0,1941,214,49,4,0,-1,true,false,47,51,13,13,10,6,4,19,3,4,9,4,13,13,9,9,9,10,5,14,9,16,0,3,1,3,0,0,0,0,
0,0,1943,214,220,4,0,-1,false,false,45,62,13,6,10,10,14,4,3,11,9,8,13,3,9,8,9,15,0,14,9,12,0,2,1,3,0,3,0,2,
0,0,1944,214,158,4,0,-1,true,false,44,65,13,12,6,6,4,14,3,13,9,9,12,13,1,19,9,9,0,0,15,15,0,3,1,3,0,3,0,0,
0,0,1946,214,232,4,0,-1,false,false,47,57,13,13,6,6,14,14,3,6,9,4,12,16,9,19,9,10,5,0,15,9,0,3,2,3,3,2,0,0,
1,0,1948,214,93,4,0,-1,false,false,51,56,13,13,6,6,14,4,3,13,9,2,12,12,9,1,9,17,5,13,9,16,1,2,1,2,3,2,0,1,
0,0,1949,214,158,4,0,-1,false,false,45,71,13,13,10,6,4,14,3,13,9,9,13,13,9,4,9,1,5,13,9,2,1,3,1,3,3,3,0,0,
0,0,1950,214,93,4,0,-1,false,false,45,60,13,13,6,6,4,4,3,3,9,2,12,3,9,4,9,17,5,5,15,15,0,2,1,3,0,3,0,1,
0,0,1951,214,232,4,0,-1,true,false,46,50,13,13,6,6,4,14,3,11,9,4,12,16,9,19,9,10,0,0,15,2,1,3,2,3,3,3,0,0,
1,0,1952,214,93,4,0,-1,true,false,51,56,13,13,10,10,4,14,3,13,9,9,12,12,9,1,9,9,0,13,15,15,0,2,1,2,0,3,0,1,
0,0,1955,214,93,4,0,-1,false,false,47,20,13,13,6,6,14,14,3,3,9,9,13,12,1,4,9,17,0,5,9,16,0,2,1,2,3,2,0,0,
0,0,1956,214,220,4,0,-1,false,false,47,63,13,6,6,10,14,18,3,11,9,8,13,11,9,19,9,15,0,14,9,12,1,3,2,2,0,3,0,2,
0,0,1959,214,220,4,0,-1,true,false,49,55,13,13,10,10,14,4,3,11,9,8,13,11,9,8,9,15,5,16,9,15,1,2,1,2,3,3,0,1,
0,0,1965,214,105,4,0,-1,false,false,46,58,13,18,10,8,4,19,3,11,9,14,13,14,1,19,9,0,0,7,15,11,0,3,2,2,0,2,0,0,
0,0,1967,214,168,4,0,-1,false,false,46,54,13,10,6,1,4,17,3,6,9,14,13,14,1,7,9,15,5,12,15,18,0,3,2,2,3,2,0,2,
0,0,1971,214,220,4,0,-1,false,false,46,46,13,6,10,10,4,18,3,11,9,8,12,11,9,19,9,15,0,14,15,12,1,2,1,2,3,3,0,1,
1,0,1975,214,220,4,0,-1,true,false,53,52,13,13,10,10,4,18,3,11,9,8,13,3,9,19,9,9,5,14,15,12,1,3,2,2,3,1,0,2,
1,0,1978,214,49,4,0,-1,true,false,54,52,13,3,10,16,4,19,3,4,9,4,13,16,9,9,9,10,5,14,9,9,1,3,1,1,3,2,0,0,
0,0,1982,214,93,4,0,-1,true,false,49,55,13,13,10,10,4,4,3,13,9,9,13,12,9,4,9,17,0,13,9,16,1,2,2,2,0,2,0,0,
1,0,1984,214,203,4,0,-1,true,false,51,54,13,11,6,15,4,15,3,14,9,2,12,5,9,12,9,19,0,8,15,2,0,2,2,0,3,2,0,3,
1,0,1986,214,100,4,0,-1,true,false,52,54,13,15,6,8,14,16,3,13,9,1,13,9,1,16,9,17,5,0,15,10,0,3,1,2,0,1,0,3,
0,0,1988,214,232,4,0,-1,true,false,45,48,13,13,6,6,4,19,3,11,9,9,13,16,1,19,9,10,0,0,15,9,0,3,1,3,3,2,0,0,
0,0,1989,214,235,4,0,-1,false,false,45,51,13,13,10,6,4,1,3,13,9,9,13,12,1,4,9,9,0,13,15,15,1,2,2,1,0,2,0,0,
0,0,1990,214,232,4,0,-1,false,false,47,51,13,13,6,16,4,14,3,11,9,9,12,13,9,19,9,1,5,0,15,2,1,3,1,1,0,3,0,0,
1,0,1991,214,93,4,0,-1,true,false,52,56,13,13,10,10,14,4,3,3,9,9,13,12,9,4,9,17,5,5,15,15,1,2,1,2,0,2,0,0,
0,0,1993,214,219,4,0,-1,false,false,45,54,13,10,6,19,4,17,3,14,9,2,13,5,9,19,9,17,0,8,15,9,0,2,2,0,0,1,0,2,
0,0,1995,214,49,4,0,-1,true,false,46,49,13,13,10,6,4,17,3,11,9,4,12,13,9,19,9,10,0,14,9,9,1,3,1,1,3,2,0,0,
0,0,1996,214,220,4,0,-1,false,false,45,49,13,13,6,10,14,4,3,11,9,8,13,11,9,19,9,9,0,14,9,12,0,2,1,3,0,1,0,1,
0,0,1997,214,93,4,0,-1,false,false,44,49,13,13,10,6,14,14,3,3,9,9,13,12,9,4,9,9,5,5,9,15,0,2,1,2,3,2,0,0,
1,0,1999,214,232,4,0,-1,false,false,51,55,13,13,6,6,14,19,3,11,9,4,12,16,9,19,9,10,5,0,15,9,1,3,1,1,0,2,0,0,
0,0,2001,214,158,4,0,-1,false,false,45,60,13,12,10,6,4,14,3,13,9,17,13,12,1,19,9,9,5,13,15,2,0,3,2,3,0,3,0,0,
1,0,2002,214,49,4,0,-1,true,false,51,55,13,13,10,6,4,17,3,11,9,4,13,16,9,19,9,10,5,14,15,16,0,3,2,3,0,2,0,0,
0,0,2005,214,232,4,0,-1,true,false,48,56,13,13,10,16,14,19,3,6,9,4,13,13,9,19,9,1,0,0,15,9,1,3,1,3,3,2,0,0,
0,0,2011,220,144,4,0,-1,false,false,42,56,13,13,10,10,18,4,11,11,8,4,11,16,8,19,9,9,16,14,15,15,3,1,2,3,1,0,1,1,
0,0,2018,220,155,4,0,-1,false,false,41,58,13,13,10,9,4,2,11,7,8,15,11,10,19,2,9,10,14,6,15,0,2,0,2,2,3,0,1,3,
-1,0,2020,220,234,4,0,-1,true,false,40,148,6,12,10,16,18,1,11,6,8,9,11,12,8,19,15,10,16,0,12,16,3,0,2,3,3,2,1,0,
0,0,2021,220,226,4,0,-1,true,false,46,53,13,3,10,16,18,17,11,4,8,4,11,13,19,4,15,10,16,14,15,9,3,1,3,2,1,0,2,0,
0,0,2022,220,102,4,0,-1,false,false,42,58,6,9,10,2,18,18,11,11,8,5,11,13,8,4,15,11,16,16,12,8,2,1,2,2,1,1,1,2,
0,0,2028,220,234,4,0,-1,true,false,49,56,6,12,10,6,18,1,11,6,4,4,11,16,8,19,9,9,16,0,12,2,3,1,3,3,1,3,2,0,
-1,0,2035,220,49,4,0,-1,false,false,42,865,13,3,10,16,18,17,11,11,4,4,3,16,8,19,15,10,14,0,12,16,3,1,3,1,3,2,1,0,
0,0,2046,220,234,4,0,-1,true,false,48,56,13,3,10,16,4,19,11,4,8,9,3,12,19,4,9,9,16,14,12,16,2,1,2,1,3,3,2,0,
0,0,2051,220,192,4,0,-1,false,false,40,54,6,10,10,16,18,19,11,4,4,2,11,16,19,7,15,15,14,14,15,16,2,0,3,2,1,2,2,3,
0,0,2061,220,144,4,0,-1,true,false,42,54,13,13,10,10,4,17,11,11,8,4,3,3,19,19,9,9,16,5,15,15,3,1,2,1,3,0,2,0,
-1,0,2067,220,226,4,0,-1,false,false,39,-129,13,3,10,6,18,17,11,3,4,9,3,12,8,4,15,10,14,13,12,9,3,1,3,2,1,0,2,0,
0,0,2073,220,226,4,0,-1,false,false,46,53,6,3,10,16,18,17,11,4,8,4,3,13,8,4,9,9,14,14,15,9,2,1,3,3,1,0,2,0,
0,0,2078,220,226,4,0,-1,false,false,40,59,6,3,10,6,18,19,11,3,8,4,11,12,8,4,15,10,14,14,15,9,3,1,2,3,3,0,2,0,
0,0,2080,220,226,4,0,-1,false,false,42,52,13,3,10,6,4,19,11,4,8,4,11,13,19,4,15,9,14,14,15,9,2,1,3,2,3,0,2,0,
0,0,2081,220,144,4,0,-1,true,false,49,50,13,13,10,16,18,17,11,11,4,4,3,16,8,19,15,10,16,5,12,16,3,1,3,3,1,0,2,0,
0,0,2083,220,144,4,0,-1,false,false,41,52,13,13,10,10,4,4,11,11,4,2,11,3,19,19,9,10,16,14,15,15,2,1,2,3,1,0,1,1,
0,0,2084,220,238,4,0,-1,true,false,39,43,6,12,10,15,4,15,11,4,8,2,11,2,8,12,9,15,14,8,15,16,2,1,2,0,1,2,2,2,
0,0,2089,207,176,4,0,-1,true,false,7,33,13,3,8,15,19,19,15,18,19,14,2,13,7,4,10,4,10,12,18,16,0,2,2,1,3,1,2,0,
0,0,2090,207,144,4,0,-1,true,false,8,39,13,13,8,10,14,17,7,13,19,2,19,3,7,19,10,10,10,14,0,16,3,1,2,1,3,0,3,1,
0,0,2091,207,44,4,0,-1,true,false,7,30,15,15,17,17,14,14,15,7,0,0,2,19,7,7,19,6,10,15,18,0,3,2,2,1,3,0,2,2,
0,0,2099,207,44,4,0,-1,false,false,7,39,13,15,17,8,19,14,15,15,0,0,19,10,10,10,10,19,6,15,0,0,3,2,1,1,0,0,3,2,
0,0,2100,207,44,4,0,-1,false,false,6,30,13,14,8,8,14,2,7,7,19,19,19,19,7,7,10,6,10,15,0,0,0,2,2,1,0,0,3,2,
0,0,2101,207,44,4,0,-1,false,false,7,25,15,14,8,8,14,14,7,7,0,19,2,19,10,7,19,19,6,15,18,0,3,2,2,0,3,0,2,2,
0,0,2106,207,44,4,0,-1,true,false,8,31,13,14,8,17,19,2,7,7,19,19,2,19,7,7,10,6,10,15,0,0,0,2,2,1,3,0,2,2,
0,0,2107,207,44,4,0,-1,false,false,11,34,15,15,17,17,19,14,7,15,19,0,2,19,7,10,19,19,10,10,0,0,0,2,1,1,0,0,3,2,
